image_name,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50
camera_2_1_72,3.924,-2.63985,-1.80547,0.23601,-0.520365,0.806337,-4.10447,-5.88051,-2.82656,-5.92167,0.305251,-1.79524,9.32839,4.59486,-2.45434,-0.933112,-4.85951,-0.336222,-3.43175,0.43934,1.28796,-0.592302,8.58569,-3.75429,-2.05969,-2.81886,1.94941,-0.179368,0.767845,7.69303,0.230275,-5.21674,-0.422487,-3.49368,-1.53649,-0.342843,2.3076,-0.404377,-3.79558,6.80297,-0.356205,5.49071,1.11704,5.53763,-3.42127,-3.87649,-3.31842,9.26934,2.86417,-0.523104,-0.414279
camera_2_2_152,4.63214,-1.56491,-0.64275,-0.973919,0.104742,-0.065315,-1.84736,-3.89941,-3.19604,-4.17824,-0.201956,-0.748676,4.35262,3.13093,0.625615,-2.02879,-2.34278,0.665755,-2.12645,2.52952,-1.71073,-0.824377,12.1521,-3.97518,-3.5662,-3.84822,3.85761,-2.16355,1.42008,2.90336,0.380698,-4.25391,-1.98548,-0.389398,-1.34968,1.71273,0.32392,-1.52844,-1.94009,2.31754,0.125618,3.59885,-2.10846,1.85793,-2.17957,-1.97551,-0.76087,8.08107,0.126797,-2.31329,3.02197
camera_2_2_196,2.34679,-1.25382,-2.90062,-0.88664,-1.85492,-0.978468,-3.29412,-4.21913,-2.238,-3.8262,-3.19093,-0.693109,4.7026,8.26164,1.41913,-4.34014,-4.10772,-0.357314,-1.41965,3.99808,-2.04479,1.88235,12.7288,-3.39713,-3.41835,-4.71781,2.0905,-0.00245659,-0.396996,5.51091,2.53531,-6.23187,-1.26218,-2.36193,-0.412218,0.730897,-1.04029,0.421367,-3.52984,4.5313,2.93696,3.51282,-1.22637,2.17394,-1.65427,-2.81338,-0.746186,8.84387,-0.53918,-1.92392,3.14023
camera_2_4_153,2.92383,-0.75283,-1.14535,-0.994333,-0.129017,-1.0599,-2.77462,-3.85737,-2.95942,-5.06638,0.0508927,-0.46421,4.78783,1.84672,0.291844,-2.44173,-3.92615,0.961621,-3.36161,1.96881,-0.592742,1.06199,11.4394,-4.55511,-2.86555,-5.27996,3.6199,-3.06306,-1.47919,4.77108,2.33206,-5.27632,-1.94966,-1.8461,-1.27674,3.32302,-0.344888,-0.229926,-3.48403,3.47239,2.70355,5.69443,-0.260874,2.32506,-2.87903,-3.60185,-1.08065,11.4474,2.07798,-1.98345,0.736914
camera_2_4_164,3.33953,-1.12093,-1.59852,0.123222,-1.41287,-1.54416,-3.94875,-5.24745,-2.22829,-5.63227,1.08434,-1.06103,6.11402,2.62948,2.97289,-2.72644,-3.9965,1.4651,-2.97671,1.63982,-1.08313,0.884494,11.7493,-5.32255,-2.11633,-5.24852,5.04079,-2.82684,-0.30364,4.95243,2.19643,-5.36069,-3.2081,-1.2009,-0.88128,4.00468,0.0467036,-1.15791,-3.58244,1.17998,3.45535,5.5728,-0.68134,2.22781,-3.1206,-3.90819,-1.3445,9.52775,2.55756,-2.18795,1.80544
camera_3_1_100,3.55522,-1.9589,5.04969,-1.37437,0.157258,-0.381826,-1.82866,-2.97341,-0.417938,-1.97857,-2.24187,0.809212,1.79806,4.23613,2.06455,-2.26543,-2.22513,-3.4317,0.0513506,1.11109,-3.68268,1.68782,19.4659,-5.03845,-4.06055,-3.8406,1.35611,-1.28694,0.552268,1.5828,0.0632365,-5.51622,-2.81466,-1.02181,-0.356123,1.49154,0.425113,-1.77503,-0.366106,4.81658,-2.51891,-0.0932629,0.665626,-3.5868,-0.78485,-0.336675,3.48262,1.77052,-0.00730052,-2.09781,5.03833
camera_3_1_92,2.47562,-1.55326,3.70882,-0.594333,0.466688,-0.0904303,-1.92498,-0.530812,1.78661,2.36563,-0.300195,-0.0841576,0.592457,3.45792,-1.85344,-1.68513,-2.65728,-3.55999,1.6438,0.0323384,-2.5013,0.0977471,11.3998,-3.41137,-2.33757,-2.97273,-1.14777,-0.772942,-0.453251,-0.217831,-0.854305,-1.90656,-1.15495,0.152694,0.395402,-0.191181,2.37315,-0.335544,-0.520741,7.31589,-3.11121,-0.348083,-1.26926,-3.72104,0.998943,2.09407,1.28958,-1.39357,-2.15842,0.657313,2.96758
camera_3_1_96,4.22234,-2.0322,4.37907,-1.49035,-1.57121,-0.656167,-2.11255,-2.8836,0.296813,-0.96102,-2.22478,0.123432,2.41518,4.91003,-0.00445931,-2.60941,-2.66263,-4.03767,-0.00374368,1.46146,-3.08264,1.52093,18.5679,-4.8279,-3.73155,-3.99622,-0.120863,-0.488102,0.860331,2.14773,0.966848,-4.14116,-2.13643,-0.809489,0.0157358,0.586131,0.599435,-0.156901,-1.39926,5.55511,-2.57148,1.10917,-0.679459,-3.0574,1.12939,0.836617,2.2892,1.70614,-1.21302,-1.21691,2.52931
camera_3_2_38,2.65234,-1.73393,6.32475,-2.91254,1.41469,0.229326,2.03322,-1.36309,-0.663331,0.271311,-3.54323,0.934885,0.639723,0.197101,1.97321,-1.12571,-0.0470116,-3.8943,0.0654837,0.18429,-2.53056,1.02931,16.9337,-4.7097,-3.80793,-3.4806,3.01849,-3.03348,1.90209,0.66265,0.485109,-5.66544,-1.57704,-0.0421258,0.421925,0.902383,-0.361023,-3.07361,-1.45118,6.38963,-2.51963,-0.970403,2.1418,-3.47467,-1.07232,-1.34426,0.516232,2.28924,-0.703407,-2.58002,4.69634
camera_3_4_128,4.29291,0.247109,3.93913,-1.51929,3.2803,-0.865957,3.21867,-1.75043,-1.1309,-3.86455,-0.706007,1.83748,-0.172455,1.6453,0.846965,-2.07454,-1.53737,-1.2644,0.309693,0.625722,-2.44443,-0.250202,16.2644,-3.04934,-4.80226,-1.89367,1.05536,-0.790292,0.548101,0.00895717,-0.261027,-4.72072,-1.75739,-0.54899,0.453692,4.08531,-0.582366,-1.19777,-1.79526,1.2097,-0.774813,-1.36994,3.76745,-2.25763,-3.97012,-3.76103,1.56597,-0.201089,-1.71662,-2.51004,6.91849
cap_1_1_52,2.47066,3.24459,-5.07986,-0.77412,3.40486,1.93999,-1.78256,-2.56586,-0.896237,-8.59281,-1.62835,-0.99593,-2.04776,0.443026,-5.15338,-2.17217,-1.20676,6.51795,-1.66547,-3.58423,3.83518,-1.11306,-4.54544,0.413478,2.01544,2.62983,5.06856,1.7455,-2.07947,6.88028,5.72636,-3.0489,4.16882,-2.6285,0.991085,-1.6079,-0.797796,0.994225,-5.00087,-3.14711,2.06123,1.20049,1.08502,16.9003,-2.60648,-6.99562,-0.98835,1.11166,-0.176187,0.931531,-0.987205
cap_1_1_9,5.56355,3.29664,-6.00547,-1.29468,0.0746322,1.64173,-1.40298,-1.09297,-2.36751,-8.65927,0.557772,-1.51313,0.854701,-0.364845,-5.10536,-2.96556,-1.7205,7.06759,0.886974,-3.91473,2.39577,-0.0584896,-5.0164,-0.37296,0.76309,1.38675,5.76391,4.93044,0.359372,4.77449,4.28325,-2.79212,2.99308,-3.08704,1.45415,-1.11914,-1.77058,0.633717,-6.10503,-3.73952,2.46708,0.873095,2.23471,16.0834,-1.64233,-5.55003,-1.47587,1.29313,0.0834405,-0.13598,-1.15056
cap_1_2_100,2.61219,2.06306,-5.18727,-1.07936,0.74399,0.620397,-1.10261,-1.94058,-1.92865,-6.56261,-1.06186,-1.42707,1.03859,-0.573902,-3.34872,-2.11215,-1.79038,3.99897,2.22528,-2.7749,1.77403,5.2043,-3.03962,-0.939069,1.90351,1.16112,5.50745,2.35153,-1.75695,3.73462,6.26907,-0.91477,2.35172,-1.98784,-1.2557,0.145622,-0.343867,0.227828,-5.42146,-2.80143,0.0498621,1.69906,0.519814,10.4089,-0.401264,-3.79825,2.20171,0.349999,-0.411858,0.468271,-3.44015
cap_1_2_45,3.13125,2.13154,-5.2871,-2.06791,0.536296,1.26583,-0.714511,-2.75636,-2.16914,-7.03212,-0.302877,-1.74511,2.2791,-1.27094,-4.82202,-1.70766,-1.78927,4.60314,2.32226,-3.86741,2.50638,4.52617,-3.70258,-0.931904,3.01797,0.126054,4.42032,2.47481,-1.12797,4.11112,7.74411,-0.887805,3.58458,-0.965379,-1.85047,0.702707,0.0687748,0.286209,-6.26597,-1.97287,-0.964748,2.30618,-0.964296,12.6141,-1.47418,-4.55734,0.213013,0.0689271,-1.6784,0.666166,-2.98874
cap_1_4_131,2.98511,3.13533,-5.97462,-0.781405,-0.368343,1.38471,-2.31592,-3.01847,-4.30785,-8.88665,-1.70935,-0.651679,2.71906,0.102475,-2.90495,-2.93468,-3.23855,7.14114,1.26291,-2.08321,3.15659,4.38521,-2.86887,-1.30854,0.418593,1.17012,7.04797,-0.382276,-1.46171,3.32767,5.92148,-2.39905,1.94111,0.132761,-0.560852,-0.162303,-1.01372,0.180858,-5.58548,-3.34405,2.91734,1.60442,0.915616,12.6418,-1.41766,-4.14131,1.00364,1.92021,0.525798,0.945226,-2.54772
cap_2_1_50,1.85847,2.45447,-4.86053,-0.32687,-1.16949,0.580501,-3.85345,-5.60842,-0.404492,-6.1634,-1.53394,-0.924581,6.37736,0.0685726,-5.56649,-3.98779,-3.01437,3.60805,-2.93538,-3.03743,2.40268,2.00589,1.16317,-3.20147,2.58451,-2.02786,-1.04793,5.06005,1.28407,7.26615,2.05816,-3.16517,3.23464,-5.02822,1.14704,-2.32508,-0.308963,-0.920667,-6.14232,0.499631,5.34609,4.00961,3.19864,19.1143,-3.31887,-6.34411,-3.8795,5.47353,0.319558,-0.226211,-1.6847
cap_2_1_55,1.54708,2.27799,-4.99554,-1.00125,-1.26542,0.7525,-4.85921,-5.60284,-1.02094,-7.2037,-1.67008,-1.72344,7.3991,0.276445,-6.01703,-4.32346,-3.18841,4.59581,-3.32919,-2.66562,3.23869,2.85545,1.26349,-3.64695,2.55258,-2.20358,-0.70043,4.6227,0.127655,8.48958,3.28804,-3.37841,3.13516,-5.05355,1.53658,-2.2019,0.128512,-0.997747,-6.38951,0.206606,4.7388,4.83782,3.13295,20,-3.28036,-6.78407,-4.38753,5.75477,0.705537,-0.0555123,-2.08984
cap_2_2_108,2.14153,3.92463,-4.84665,-0.562657,0.347351,1.42251,-3.45451,-4.66248,-0.884432,-6.96996,-0.504938,-0.23771,4.55013,-1.45499,-4.3664,-2.94478,-2.11382,5.60872,-2.87076,-1.94461,3.31216,1.51276,0.711632,-1.93824,1.59199,-0.330762,1.40412,2.7025,0.0823591,5.62888,3.48006,-3.35022,2.95645,-2.88219,0.136985,-2.53049,-1.03672,-0.790724,-6.47291,-2.45341,3.99427,1.92893,2.94623,17.3702,-2.77304,-5.44501,-3.22898,2.5102,1.17324,1.05038,-1.75918
cap_2_2_17,1.46195,3.31802,-4.21826,0.75553,-0.16123,0.653925,-2.74236,-4.67991,1.1778,-6.69929,1.90518,-0.0743851,5.60448,-1.61488,-4.5248,-2.86163,-1.44022,3.5497,-1.80442,-2.67377,1.87222,0.484165,-0.174978,-1.93964,2.57834,-0.064297,1.25149,2.75233,2.45865,5.98244,1.78326,-2.85822,1.68097,-3.39449,0.751994,-2.28624,-0.599016,-1.64609,-5.54551,-2.04539,3.10874,1.84123,2.52239,17.2206,-3.01718,-5.83579,-3.08454,1.71191,1.06072,-0.47915,-1.34271
cap_2_4_97,-0.18166,4.14768,-5.48123,-0.404518,-0.820626,1.60373,-4.02173,-4.47122,-1.72076,-7.38617,-1.20822,-0.896172,3.64295,-1.27492,-3.74553,-2.38628,-3.52231,8.3769,-3.88823,-1.46331,3.15474,2.3442,-1.46926,-2.05281,1.58115,0.386991,2.49225,1.05467,1.49223,4.60653,2.51484,-3.60003,3.94613,-1.6239,0.417078,-2.64587,-2.71457,-1.53022,-5.51299,-2.32154,5.27414,1.67143,1.99155,21.1029,-2.53165,-5.40592,-3.19845,4.52127,2.24853,0.612306,-0.612738
cap_3_2_182,1.07204,3.49981,-5.44512,-0.489279,-0.0724313,2.02076,-2.28591,-3.9652,-1.69992,-8.40514,0.325814,1.23341,4.14871,0.0371312,-4.28338,-1.10152,-3.33377,7.15212,-2.89876,-2.03322,3.0092,-0.215671,-1.61574,-1.29201,1.45314,0.609255,3.80336,-0.298927,-0.120893,5.3982,1.99628,-2.63474,3.0139,-0.665914,-0.978519,-2.21358,0.0554053,0.437528,-6.47627,-1.37042,3.46001,0.810598,0.53426,18.4088,-2.81592,-5.77691,-3.35958,2.68449,0.617351,0.279433,-0.346813
cap_3_2_82,0.226694,5.80109,-5.52687,-1.32495,0.374417,2.09023,-1.97657,-4.32075,-0.656811,-8.53199,-1.99747,0.517169,2.477,-0.979746,-5.49669,-1.56101,-3.27221,5.51764,-4.6897,-2.36256,4.5882,-0.208059,-2.1042,-1.16273,1.43265,-0.122064,4.39848,-0.194676,-1.35921,8.74277,4.04361,-4.20424,4.21629,-1.16405,-0.252199,-3.07445,-0.691337,-0.515122,-6.93006,-0.0717098,5.06367,1.58465,1.38767,19.82,-2.06955,-6.4819,-4.36669,4.01449,1.55539,-0.0333522,0.471887
cap_3_4_147,-0.612273,1.64187,-5.80185,3.95442,-1.21426,1.46017,-3.98404,-5.71518,-2.81886,-7.6527,-0.660624,-0.900948,6.1275,3.67523,-3.06674,-1.56666,-4.00682,3.60853,-3.21628,-1.91823,4.06051,4.57039,-0.913005,-1.4419,1.00949,-1.35482,1.42919,-2.42157,0.125716,6.54005,2.25568,-2.85387,2.06579,-1.67477,-2.74852,-2.66713,-0.663334,-1.23913,-4.40236,-1.1628,2.51211,0.303265,-0.584347,18.9606,-2.42441,-3.75935,-1.4701,6.38589,4.74792,3.28745,-1.28641
cap_3_4_25,-0.288177,4.9004,-4.66454,2.16931,-0.120826,1.07909,-4.22635,-4.7423,-1.51325,-7.7857,-1.44577,-0.0429543,2.87111,-0.520391,-3.72176,-1.53655,-2.38303,4.82444,-3.69597,-1.18223,6.14652,1.71176,-2.02796,-1.69719,2.38244,3.03789,4.42869,-1.44465,-0.5124,5.10918,2.01601,-2.36962,2.59372,-0.754993,-1.11185,-4.46042,-1.50768,-1.76482,-4.99675,-3.61826,5.07007,-0.781466,1.72638,19.3715,-2.72467,-4.88633,-2.57018,2.54404,3.11449,1.67404,-1.13527
cap_3_4_33,-0.491379,4.50941,-5.09677,1.91259,-0.847272,0.823857,-4.03282,-4.45521,-1.41284,-7.24983,-1.55841,-0.271414,2.20002,-0.286945,-3.04815,-1.9457,-2.70607,5.22665,-3.73533,-0.788046,4.9653,0.976512,-1.95514,-0.79111,1.41781,1.75561,4.69661,-0.782498,-1.28687,5.67005,2.00071,-3.02404,2.49328,-1.12697,-0.623319,-3.68632,-1.65427,-1.05116,-4.4896,-2.08048,6.19329,-0.15865,0.993774,17.6259,-2.10026,-4.97811,-2.91225,3.53236,3.4606,1.11438,-0.28104
cap_4_1_70,-0.508923,1.90469,-7.00557,-1.13151,-0.482162,1.64389,2.03232,-4.08961,-2.1462,-7.01126,0.825215,-2.38446,2.78009,-0.977094,-5.52238,0.928751,-1.84524,4.22604,-3.13455,-3.38368,5.11213,-0.370495,-5.20399,1.17634,2.96733,0.0754291,3.15053,-3.00826,-0.228141,4.58148,3.51915,-2.03516,9.04207,-1.23359,-1.32563,-1.90624,-3.25712,1.14334,-3.3509,1.87607,0.968555,2.20996,-2.2092,20.1721,-2.05678,-5.21674,-4.17148,5.55587,-0.437029,2.16162,-2.10622
cap_4_2_124,1.03301,1.4066,-6.41274,-1.82867,-2.74419,2.26973,0.417085,-3.33421,-1.49186,-7.0712,3.52877,-1.52306,4.62552,-3.79317,-4.78028,0.743819,-0.765029,6.20742,-2.50495,-2.20197,3.23575,-1.92734,-6.02089,0.524392,3.90856,1.68724,0.418226,0.583909,3.21058,2.33312,1.53139,-0.338531,8.29502,-1.11327,-1.41912,-3.32143,-2.99593,1.31106,-4.75916,-0.57845,1.7822,2.60054,-2.04368,18.2939,-0.755997,-3.96829,-3.75576,2.37688,1.13953,-0.0912277,-3.19098
cap_4_2_163,-0.701254,2.49716,-6.78294,0.0511043,-1.32773,0.285833,-0.02705,-4.16277,-3.2543,-7.78251,-0.148358,-1.73424,2.59782,-0.725293,-3.7424,-1.26888,-1.43334,4.34499,-2.22686,-2.52218,3.21569,4.18025,-4.64191,0.872364,2.63004,-1.49694,4.91924,-0.304423,1.5356,4.02102,4.26125,-2.19428,4.17606,-1.14492,-1.49265,-1.17834,-3.1926,-0.168751,-5.45944,0.885139,3.12566,2.43935,-2.12388,20.0535,-1.1199,-4.30171,-3.46467,4.99106,1.20037,0.493594,-2.20729
cap_4_2_26,0.99803,3.13641,-6.8533,-1.53615,-2.20889,1.856,0.548273,-3.52887,-0.934623,-7.4118,2.04688,-1.78318,3.14171,-4.36243,-5.75722,-0.267833,-0.172231,6.39456,-2.66352,-3.86715,4.39052,-1.62721,-6.60231,0.102038,4.77107,1.25798,1.43981,0.606238,3.89374,3.55881,3.39893,-0.37996,7.40701,-1.76711,-0.140866,-2.52835,-3.40415,0.062194,-5.76397,-1.3119,3.16287,2.6722,-0.683021,21.2328,-2.08115,-5.50494,-4.3382,2.05136,0.31154,0.460848,-2.48879
cap_4_4_80,-1.71276,1.77117,-6.51622,3.66582,-1.87575,-0.15097,-2.36378,-5.04413,-1.65672,-7.45522,0.67069,-3.23097,1.45366,-0.522879,-4.46623,-1.01186,-0.775041,3.47611,-3.63953,-2.36367,5.39087,3.19642,-5.44844,1.09318,3.51978,-0.638789,5.25739,-3.33545,3.85218,4.90529,4.55141,-2.77764,3.57669,-0.738747,-1.69766,-2.18561,-4.27458,-1.14197,-3.67497,-0.917455,3.21011,1.17556,-3.92962,19.4358,-2.43482,-4.26132,-1.61858,5.29529,3.96007,2.81892,-2.12575
cell_phone_1_1_100,-0.102322,-0.54652,1.51192,-0.223045,4.79349,-0.722366,-0.998539,2.55197,5.89099,1.81529,0.445151,-0.335457,-4.32204,-1.16687,0.459177,-2.69546,1.43861,-1.60689,-0.889329,-0.671092,-0.70424,-1.88142,0.23877,-1.77763,-2.31641,-1.07824,-1.66291,-0.303284,-0.0352681,0.627015,1.79931,-0.298437,-1.13172,-0.165197,2.4934,1.61111,0.481773,-0.951124,-1.78989,1.15064,-0.712871,-0.833748,-2.40012,-2.31638,-2.20768,-3.08459,1.24916,-3.10283,-3.13375,-0.281966,16.3222
cell_phone_1_1_21,1.28277,-0.746935,0.633294,-1.22274,4.23385,0.515984,-1.46696,2.27355,6.12898,3.25218,1.43009,0.20608,-3.30147,-2.12086,-0.667009,-2.74856,-0.024072,-2.2849,-0.819115,-0.873786,-0.669858,-2.58562,-0.354993,-1.68441,-1.81431,-1.48319,-1.94179,0.528421,-0.46819,1.26802,2.81408,0.963151,-0.499359,-0.268949,2.35569,-0.469235,2.59967,-1.12041,-2.26206,2.09146,-1.45142,0.136191,-3.28345,-2.12894,-0.652315,-2.84367,0.435263,-2.56319,-3.22469,-0.595567,15.2107
cell_phone_1_1_73,-0.041355,0.336817,0.507376,-0.245791,4.39658,0.222491,-0.0946796,1.47092,6.49134,0.35501,1.59348,0.517335,-3.84772,-1.22769,1.2482,-2.56225,1.139,-3.14456,-1.68351,-1.22014,-0.234452,-3.79354,0.253196,-2.31815,-1.56041,-1.35533,-1.41255,0.366722,-0.432748,1.11408,3.24073,-0.20718,-0.180849,0.78001,0.581021,-0.20281,2.35546,-0.654587,-2.45731,2.54841,-1.31299,-1.50982,-3.05007,-1.82381,-1.09582,-4.23585,0.438982,-4.12066,-2.75537,-0.56977,18.4134
cell_phone_1_2_110,0.410293,0.200631,1.68275,-0.296242,6.07414,-0.835346,0.570981,2.2165,4.87527,-1.54729,1.95238,-0.0589628,-2.95043,-0.39038,-0.617915,-1.99383,0.205079,-1.39912,-1.54944,-1.03348,-1.92653,-1.68324,0.627834,-1.95555,-2.36019,-1.78646,0.219111,-1.19264,0.466372,1.28568,2.49321,-1.66931,-1.12982,-0.101891,1.43232,1.39325,1.22074,-1.51683,-1.92817,3.2246,-1.55454,-0.724962,-2.68689,-1.17775,-2.11488,-3.75059,0.337768,-2.58608,-2.43634,-1.11501,16.2617
cell_phone_1_4_38,1.05609,0.694869,0.695788,1.07383,6.60686,0.3266,1.34889,3.41208,5.15757,-2.51645,1.74927,0.0409101,-3.23672,1.24564,0.0120116,-2.43954,-0.208095,-1.58364,-1.10872,-1.47677,-3.11122,-2.96554,3.43014,-2.71433,-3.59391,-1.36875,0.739523,-1.17856,1.11079,2.61307,1.84727,-2.57923,-1.91618,-0.0334852,2.37827,0.697766,-1.63652,-0.511308,-2.26386,2.88223,-0.882925,-2.79865,-2.522,-1.42718,-2.93979,-3.69019,-0.298324,-3.73745,-3.3989,-0.0506371,19.5258
cell_phone_2_1_3,1.40588,-1.72895,4.03486,-0.804875,3.62766,0.884107,0.382539,3.41809,5.1396,7.05794,-0.548699,-0.634798,-2.03672,-2.29067,-1.17429,-2.07531,0.148583,-2.80744,1.89254,-1.08374,-2.28834,-1.64021,1.36663,-1.76943,-1.72315,-2.33125,-2.60579,1.07373,-0.3003,-0.255068,-0.596554,-1.44147,-0.38075,-1.16228,0.192975,-0.356971,3.24452,-2.57505,-1.51368,6.17586,-2.42143,-0.842491,-2.12643,-2.35509,-1.62889,-1.281,-0.544699,-2.65963,-2.45718,-0.941106,12.9589
cell_phone_2_2_12,0.772306,0.0923696,1.5901,-0.931493,6.68908,0.524829,3.68036,4.90196,3.38006,1.75224,-0.352904,0.357164,-2.89539,-1.87286,0.12582,-2.08231,-0.759858,-1.05294,1.11285,-0.53851,-2.93113,-1.83823,3.11329,-2.11671,-3.05631,-2.49412,-0.0785951,-1.8941,-0.849501,-0.652077,0.851046,-2.03366,-0.418277,-0.176994,1.67588,1.77751,1.48685,-2.64661,-2.6269,3.61255,-0.990588,-1.64376,-1.64304,-1.83407,-2.44332,-2.7663,-0.222123,-1.97102,-2.36172,-1.43477,14.0183
cell_phone_2_2_166,4.11211,-1.64268,3.49426,-0.975873,0.569611,-0.995723,-1.07346,2.71897,2.85091,6.96515,-0.829183,-0.0621674,-0.679309,-1.36276,-0.621916,-2.81947,-0.653556,-3.44757,1.25861,-0.54365,-2.28048,-0.745275,5.03603,-2.96775,-3.05759,-4.07293,-0.607886,1.66324,0.706052,0.0669222,0.919675,-1.94414,-1.63602,-0.694625,-0.0900611,-0.968312,2.21397,-1.62651,-2.58991,7.99459,-0.687252,-0.875944,-3.87714,-1.91572,-1.21119,-0.501184,0.903761,-2.64981,-2.08078,-1.51072,11.4261
cell_phone_2_2_78,2.52859,-0.403786,3.00884,0.397376,3.89808,-0.230622,1.11517,2.96345,5.06463,3.34757,-0.401266,-0.448676,-2.29784,-1.90801,-0.550062,-2.17239,0.735396,-3.05983,-0.506956,-1.17675,-1.14595,-3.92976,3.12249,-3.58782,-2.18138,-2.68895,-0.571149,-1.53027,0.33947,1.94011,1.89814,-1.01935,-0.773599,-0.232768,0.980502,-0.0701171,1.21142,-1.59805,-2.67097,3.32583,-1.18519,-1.60987,-3.12657,-1.70946,-2.17865,-2.44231,0.207689,-2.04073,-2.47609,-0.593758,16.2058
cell_phone_2_4_73,0.891969,-1.25223,4.99966,-1.36536,6.48002,0.067379,-1.09773,2.97025,3.90417,4.56553,-1.14185,-0.819668,-3.74555,-0.474676,-1.47746,-1.92728,-0.625117,-0.128676,-1.03371,-0.978823,-1.62361,-0.973011,1.65155,-2.76966,-3.07896,-3.6641,-0.499614,-0.584333,-1.31058,0.657733,1.42468,-0.6541,-1.36994,-0.154801,1.83326,2.15037,2.09451,-1.33962,-2.64064,2.40094,-0.572408,-0.102982,-2.94867,-2.26411,-2.71771,-1.94691,0.703662,-2.90994,-4.21956,0.965797,13.793
cell_phone_3_1_103,2.11409,-1.10182,5.15724,-0.631014,3.91685,-0.527028,0.573706,2.45051,3.8574,1.77349,0.25144,-0.0593505,-3.90693,-0.0737501,1.34974,-2.92674,0.324521,-2.62813,-0.245314,-0.916644,-2.3576,-2.26249,4.34956,-2.60046,-3.14744,-3.08252,-0.317051,-1.11241,-1.04943,1.57326,2.47754,-3.01405,-2.28399,-0.962153,3.60003,1.59269,0.0878766,-1.329,-1.36277,3.07418,-1.00622,-0.535438,-2.71952,-3.41023,-2.13041,-2.17974,2.46365,-2.35357,-2.89344,-1.87284,15.3905
cell_phone_3_2_140,-0.944091,-1.41626,5.80509,-0.242256,3.25006,-2.14079,1.30146,2.55751,3.21081,-0.3999,-0.139029,-0.891419,-3.75699,2.35886,3.64001,-1.98993,1.86001,-2.02808,0.167551,-0.588719,-3.12239,-0.486856,4.03301,-1.50122,-3.81166,-3.17438,2.46252,-2.51705,0.385113,0.977803,1.02522,-4.58649,-2.96189,-1.07608,5.2545,3.36596,-2.78322,-2.93778,-0.753328,0.866872,-0.88813,-2.81846,-2.06103,-3.68828,-2.6508,-1.58155,3.29464,-3.9658,-2.11018,-0.573915,18.5544
cell_phone_3_2_45,1.08763,-0.920598,7.53413,-0.660459,4.79483,-0.952894,0.694081,3.24196,2.39421,0.366224,-0.853777,-0.706588,-4.06318,1.83881,1.77572,-2.00089,0.833378,-1.98303,0.882325,-0.589971,-3.4247,-1.39975,5.02023,-2.54959,-3.74199,-3.2678,1.49215,-1.45726,-0.669265,1.40736,2.04579,-4.50333,-2.57092,-0.479826,2.20719,2.8211,-2.1213,-1.3483,-1.48699,4.05214,-2.6886,-2.32663,-2.63859,-4.00683,-1.71306,-1.86121,3.03326,-2.31669,-3.74935,-1.46551,17.9737
cell_phone_3_2_98,3.29699,-1.37204,5.71935,-0.429751,3.71258,-1.76894,1.7563,3.75143,1.69521,2.33833,-0.199516,-1.04428,-3.15572,0.50633,1.18803,-2.78608,-0.582026,-2.67537,0.349217,-0.538862,-3.30802,-2.49617,5.62967,-2.59403,-4.5765,-2.89177,0.532135,-2.03625,-0.245894,2.31878,0.890015,-4.48245,-2.96639,-0.661536,3.43133,1.36987,-1.695,-1.79142,-1.691,4.862,-2.3254,-0.824282,-2.95102,-3.0509,-2.13369,-2.32224,0.626902,-2.03107,-2.57355,-1.80634,20.8182
cell_phone_3_4_3,2.82891,-0.434582,4.42849,-1.40501,4.16798,-0.521544,2.34476,4.92527,0.492453,0.401723,1.12325,0.339725,-1.09624,0.496236,0.363416,-0.99445,-1.19477,-2.57982,3.21315,-1.10519,-3.41696,-1.63135,6.05321,-2.74056,-3.58452,-1.50294,0.76669,-1.04514,-0.581854,0.364238,-0.987301,-3.91857,-1.5048,-0.650539,1.39503,1.37945,-1.45562,-1.01111,-1.45417,4.08312,-2.88903,-1.69407,-1.48238,-2.48962,-2.05254,-2.05489,-0.658301,-2.77483,-2.76983,-1.66005,15.445
cell_phone_4_1_22,0.165618,-1.01309,2.82548,-0.701455,4.09567,0.682172,0.413012,0.655615,4.83862,0.429399,0.590576,-0.114596,-2.82551,-0.580606,1.47214,-2.33096,0.595245,-2.83474,-1.09805,-0.924942,-2.06274,-2.60325,2.61226,-2.15587,-1.81711,-1.68586,-0.746266,-0.833116,0.191713,2.61856,2.02126,-3.50747,-1.04155,-0.543248,0.873609,0.428235,1.26239,-1.16257,-2.2504,4.4498,-1.63774,-0.934772,-2.38314,-1.85176,-1.18722,-4.02746,0.746699,-2.24216,-2.68693,-1.17759,18.5118
